claim,evidence,label
Chris Terrio was born in Kansas.,"Chris Terrio -LRB- born December 31 , 1976 -RRB- is an American screenwriter and film director .|Kansas -LSB- ˈkænzəs -RSB- is a U.S. state in the Midwestern United States .",NOT ENOUGH INFO
Stephen Hawking is an Honorary Fellow of the Royal Society of Chemistry.,"Stephen William Hawking , -LRB- born 8 January 1942 -RRB- is an English theoretical physicist , cosmologist , author and Director of Research at the Centre for Theoretical Cosmology within the University of Cambridge .|The Royal Society of Chemistry awards the designation of Honorary Fellow of the Royal Society of Chemistry for distinguished service in the field of chemistry .|Fellowship of the Royal Society -LRB- FRS , ForMemRS and HonFRS -RRB- is an award and fellowship granted by the Royal Society of London to individuals the society judges to have made a `` substantial contribution to the improvement of natural knowledge , including mathematics , engineering science and medical science '' .|The Royal Society of Chemistry -LRB- RSC -RRB- is a learned society -LRB- professional association -RRB- in the United Kingdom with the goal of `` advancing the chemical sciences '' .|The President , Council and Fellows of the Royal Society of London for Improving Natural Knowledge , commonly known as the Royal Society , is a learned society for science and is possibly the oldest such society still in existence .|Chemistry is a branch of physical science that studies the composition , structure , properties and change of matter .",NOT ENOUGH INFO
Stephon Marbury plays basketball in America.,"Stephon Xavier Marbury -LRB- born February 20 , 1977 -RRB- is an American professional basketball player who most recently played for the Beijing Ducks of the Chinese Basketball Association -LRB- CBA -RRB- .",REFUTES
Tiger Woods is a bowler.,"Eldrick Tont `` Tiger '' Woods -LRB- born December 30 , 1975 -RRB- is an American professional golfer who is among the most successful golfers of all time .|Bowler may refer to :",NOT ENOUGH INFO
Sense and Sensibility was published in the summer of 1811.,"Sense and Sensibility is a novel by Jane Austen , published in 1811 .|In the history of cryptography , the Great Cipher or Grand Chiffre was a nomenclator cipher developed by the Rossignols , several generations of whom served the French Crown as cryptographers .|",NOT ENOUGH INFO
CP affects people.,Signs and symptoms vary among people .,SUPPORTS
Alfred Hitchcock is a person.,"Sir Alfred Joseph Hitchcock -LRB- 13 August 1899 -- 29 April 1980 -RRB- was an English film director and producer , at times referred to as `` The Master of Suspense '' .",SUPPORTS
Julius Caesar is only a book.,"Julius Caesar is a 1953 epic Metro-Goldwyn-Mayer film adaptation of the play by Shakespeare , directed by Joseph L. Mankiewicz , who also wrote the uncredited screenplay , and produced by John Houseman .",REFUTES
Pulp Fiction is directed by a male.,"Pulp Fiction is a 1994 American black comedy neo-noir crime film written and directed by Quentin Tarantino , from a story by Tarantino and Roger Avary .|Quentin Jerome Tarantino -LRB- -LSB- ˌtærənˈtiːnoʊ -RSB- born March 27 , 1963 -RRB- is an American director , writer , and actor .|His films are characterized by nonlinear storylines , satirical subject matter , an aestheticization of violence , extended scenes of dialogue , ensemble casts consisting of established and lesser-known performers , references to popular culture , soundtracks primarily containing songs and score pieces from the 1960s to the 1980s , and features of neo-noir film .",SUPPORTS
Absolute Beginners was directed by Hitchcock.,"The film was directed by Julien Temple , featured David Bowie and Sade , and Patsy Kensit in one of her first mainstream roles .",REFUTES
No Reservations got a mixed reception from critics.,"The film received a mixed reception by critics , who found it `` predictable and too melancholy for the genre '' , resulting in a 41 % overall approval rating from Rotten Tomatoes .",SUPPORTS
Claire Danes is wedded to an actor from England.,"She is married to actor Hugh Dancy , with whom she has one child .|Hugh Michael Horace Dancy -LRB- born 19 June 1975 -RRB- is an English actor and model .",SUPPORTS
Dangerous Liaisons is based on Christopher Hampton's novel.,"Dangerous Liaisons is a 1988 American historical drama film based upon Christopher Hampton 's play Les liaisons dangereuses , which in turn was a theatrical adaptation of the 18th-century French novel Les Liaisons dangereuses by Pierre Choderlos de Laclos .",REFUTES
The Academy Awards are an annual event.,"The Academy Awards , now known officially as the Oscars , is a set of twenty-four awards for artistic and technical merit in the American film industry , given annually by the Academy of Motion Picture Arts and Sciences -LRB- AMPAS -RRB- , to recognize excellence in cinematic achievements as assessed by the Academy 's voting membership .|The Academy is known around the world for its annual Academy Awards , now officially known as The `` Oscars '' .",SUPPORTS
Greyson Chance is a politician.,"Greyson Michael Chance -LRB- born August 16 , 1997 -RRB- is an American singer , songwriter , and pianist .|A politician -LRB- from `` politics '' + '' - ian '' , from the Greek title of Aristotle 's book Πολιτικά `` Politika '' , meaning `` Civic Affairs '' -RRB- is a person active in party politics , or a person holding or seeking office in government .",NOT ENOUGH INFO
Mirka Federer is a former professional video game player.,"Miroslava `` Mirka '' Federer -LRB- born Miroslava Vavrincová on 1 April 1978 , later Miroslava Vavrinec -RRB- is a Slovak-born Swiss former professional tennis player .|A gamer is someone who plays interactive games , usually video games , although games can also come in other forms , such as tabletop and plays for long periods of time .",NOT ENOUGH INFO
Hubert Humphrey became the DFL candidate for mayor of a city.,"Humphrey helped found the Minnesota Democratic -- Farmer -- Labor Party -LRB- DFL -RRB- in 1944 , and in 1945 , became the DFL candidate for mayor of Minneapolis for a second time , winning with 61 % of the vote .|As of 2015 , Minneapolis is the largest city in the state of Minnesota and 46th-largest in the United States with a population of 410,939 .",SUPPORTS
Mariah Carey was named on the 27th.,"Mariah Carey -LRB- born March 27 , 1969 or 1970 -RRB- is an American singer , songwriter , record producer , and actress .|The 27th Day is a 1957 American black-and-white science fiction film from Columbia Pictures , produced by Helen Ainsworth , directed by William Asher , that stars Gene Barry , Valerie French , George Voskovec , and Arnold Moss .",NOT ENOUGH INFO
Krysten Ritter played a role on Veronica Mars on the Disney channel.,"Krysten Alyce Ritter -LRB- born December 16 , 1981 -RRB- is an American actress and former model .|Brad Bufanda -LRB- born Fred Joseph Bufanda III ; May 4 , 1983 -RRB- is an American actor .|A role -LRB- also rôle or social role -RRB- is a set of connected behaviours , rights , obligations , beliefs , and norms as conceptualized by people in a social situation .|Veronica Mars is an American teen noir mystery drama television series created by screenwriter Rob Thomas .|Disney Channel -LRB- originally called The Disney Channel from 1983 to 1997 and commonly shortened to Disney from 1997 to 2002 -RRB- is an American basic cable and satellite television network that serves as the flagship property of owner Disney Channels Television Group , itself a unit of the Disney Media Networks division of The Walt Disney Company .",NOT ENOUGH INFO
Alex Rodriguez has 666 home runs.,"During his 22-year career , Rodriguez has amassed a .297 batting average , 696 home runs , over 2,000 runs batted in -LRB- RBI -RRB- , over 2,000 runs scored , and over 3,000 hits .",SUPPORTS
Friendship has been studied in academic fields.,"Friendship has been studied in academic fields such as communication , sociology , social psychology , anthropology , and philosophy .",SUPPORTS
Judd Apatow is a person who writes.,"Judd Apatow -LRB- -LSB- ˈæpətaʊ -RSB- born December 6 , 1967 -RRB- is an American film producer , writer , director , actor , and comedian .",SUPPORTS
Massachusetts is far away from Rhode Island.,"It is bordered by the Atlantic Ocean to the east , the states of Connecticut and Rhode Island to the south , New Hampshire and Vermont to the north , and New York to the west .",REFUTES
Giancarlo Stanton was in the 2017 MLB draft.,"Stanton graduated from Notre Dame High School , before he was selected by the Marlins in the 2007 MLB draft .",REFUTES
Chris Pine appeared in Wonder Woman (2017 film).,"He also appeared in the films The Princess Diaries 2 : Royal Engagement -LRB- 2004 -RRB- , Just My Luck -LRB- 2006 -RRB- , Smokin ' Aces -LRB- 2007 -RRB- , Bottle Shock -LRB- 2008 -RRB- , Unstoppable -LRB- 2010 -RRB- , This Means War -LRB- 2012 -RRB- , Rise of the Guardians -LRB- 2012 -RRB- , Horrible Bosses 2 -LRB- 2014 -RRB- , Jack Ryan : Shadow Recruit -LRB- 2014 -RRB- , Into the Woods -LRB- 2014 -RRB- , Z for Zachariah -LRB- 2015 -RRB- , The Finest Hours -LRB- 2016 -RRB- , Hell or High Water -LRB- 2016 -RRB- , and Wonder Woman -LRB- 2017 -RRB- .",SUPPORTS
Trevor Noah hosts a news satire show.,"In December 2014 , Noah became the Senior International Correspondent for The Daily Show , an American satirical news program .",SUPPORTS
Lucas starred an actor that died on March 10.,"is a 1986 American teen tragicomedy film directed by David Seltzer and starring Corey Haim , Kerri Green , Charlie Sheen and Courtney Thorne-Smith .|Corey Ian Haim -LRB- December 23 , 1971 -- March 10 , 2010 -RRB- was a Canadian actor , known for a 1980s Hollywood career as a teen idol .|He died of pneumonia on March 10 , 2010 .",SUPPORTS
Ryan Phillippe refused to perform in the soap opera One Life to Live.,"After appearing as Billy Douglas on the soap opera One Life to Live , he came to fame in the late 1990s with starring roles in a string of films , including I Know What You Did Last Summer , Cruel Intentions , and 54 .",REFUTES
Sean Connery never won an Academy Award.,"Sir Thomas Sean Connery KB -LRB- -LSB- ˈʃɔːn_ˈkɒnəri -RSB- born 25 August 1930 -RRB- is a retired Scottish actor and producer who has won an Academy Award , two BAFTA Awards -LRB- one of them being a BAFTA Academy Fellowship Award -RRB- and three Golden Globes -LRB- including the Cecil B. DeMille Award and a Henrietta Award -RRB- .",REFUTES
Venom has since become less of an antihero.,"Venom was originally conceived as a supervillain , but has since become more of an antihero .",REFUTES
"Overwatch is a video game in which players gain cosmetic awards and it assigns players into two teams of six, each player with a style of play known as Offense, Defense, Tank, and Support.","Overwatch assigns players into two teams of six , with each player selecting one of 24 pre-defined characters , called heroes , each with unique movement , attributes , and abilities , whose roles are divided into four categories : Offense , Defense , Tank , and Support .|Players gain cosmetic rewards that do not affect gameplay , such as character skins and victory poses , as they play the game .",SUPPORTS
